Date,Open,High,Low,Close,Volume
2021-02-04,868.39,875.61,859.81,868.52,25626981
2021-02-05,871.12,877.71,866.58,868.27,20248046
2021-02-08,872.47,888.7,870.67,880.78,21183400
2021-02-09,885.52,897.99,881.16,882.9,19604141
2021-02-10,881.81,895.81,869.88,891.09,21234156
2021-02-11,893.66,931.67,890.16,927.83,42539278
2021-02-12,927.74,937.89,909.64,921.46,30497029
2021-02-15,924.38,930.36,913.97,917.4,15791099
2021-02-16,920.63,938.53,918.49,929.54,21421660
2021-02-17,929.77,946.0,925.53,940.26,23742994
2021-02-18,941.05,951.61,929.36,933.24,18646877
2021-02-19,928.42,950.06,926.75,938.93,23403483
2021-02-22,938.8,943.26,900.41,906.34,23804335
2021-02-23,924.35,926.57,908.83,913.27,25644108
2021-02-24,916.23,932.14,914.49,930.22,10807663
2021-02-25,936.99,971.29,935.64,967.84,34855693
2021-02-26,955.5,963.12,934.6,941.41,37481215
2021-03-01,952.43,953.24,930.9,948.59,17680764
2021-03-02,957.75,961.36,942.9,950.53,17150760
2021-03-03,957.32,1001.94,951.07,993.91,31924461
2021-03-04,983.93,988.42,973.87,982.06,21435754
2021-03-05,973.1,998.35,971.77,983.34,25511666
2021-03-08,978.74,1007.36,978.51,988.94,19506841
2021-03-09,992.96,999.19,968.86,988.92,15154484
2021-03-10,996.12,999.77,979.53,984.81,11519358
2021-03-12,990.7,995.85,958.61,964.79,16864952
2021-03-15,965.9,969.89,939.02,951.84,16698099
2021-03-16,954.14,959.56,945.79,948.09,13873801
2021-03-17,946.94,949.18,918.53,927.67,19210236
2021-03-18,935.59,940.96,903.14,906.8,20647480
2021-03-19,898.63,945.95,894.93,939.7,41787429
2021-03-22,934.73,936.09,917.67,930.85,18572478
2021-03-23,930.65,952.2,927.96,942.18,17421165
2021-03-24,938.68,938.68,920.92,924.04,16822814
2021-03-25,927.06,927.06,895.92,898.83,22001648
2021-03-26,908.1,908.87,890.82,900.27,20180202
2021-03-30,906.3,924.76,898.87,915.91,20441701
2021-03-31,910.81,925.21,902.24,904.09,16250796
2021-04-01,910.81,916.23,904.11,912.55,11723312
2021-04-05,913.95,913.97,885.58,899.35,14875099
2021-04-06,904.49,904.92,888.7,895.6,14009194
2021-04-07,902.69,923.86,899.66,903.98,24266353
2021-04-08,907.65,912.62,899.53,905.1,15369188
2021-04-09,901.99,905.55,893.66,894.59,14037885
2021-04-12,884.18,885.27,857.67,862.59,20901482
2021-04-13,868.39,875.88,865.61,871.91,19411189
2021-04-15,869.42,885.09,863.42,877.55,19723716
2021-04-16,874.07,880.08,869.49,872.04,15656948
2021-04-19,859.36,864.96,853.04,858.32,18478808
2021-04-20,862.29,866.13,853.24,858.07,17203668
2021-04-22,854.06,864.08,847.04,860.44,14490954
2021-04-23,860.26,866.08,855.46,859.52,11828857
2021-04-26,866.58,885.54,862.74,874.64,20846778
2021-04-27,875.61,901.43,874.82,897.57,19992524
2021-04-28,901.72,906.3,893.73,901.47,17122437
2021-04-29,913.02,922.77,905.98,913.54,17412606
2021-04-30,906.53,918.94,897.07,900.21,19828769
2021-05-03,887.34,893.21,877.01,884.21,23640186
2021-05-04,880.12,888.16,862.52,865.05,21849830
2021-05-05,868.09,874.93,861.19,866.63,12393609
2021-05-06,867.42,873.35,860.53,871.55,14624666
2021-05-07,874.59,882.67,869.29,871.88,12288548
2021-05-10,875.16,878.68,867.01,869.38,13941237
2021-05-11,864.32,874.95,862.07,872.52,13478264
2021-05-12,871.14,872.4,860.71,863.49,13177961
2021-05-14,870.21,876.51,860.26,874.39,13291616
2021-05-17,874.39,886.19,871.28,884.79,11873078
2021-05-18,894.11,903.86,890.28,897.25,12064918
2021-05-19,893.66,910.11,890.05,901.36,16317002
2021-05-20,901.74,907.61,894.11,896.1,11422532
2021-05-21,899.08,907.02,896.37,903.84,10785605
2021-05-24,906.3,907.11,894.56,896.21,8551760
2021-05-25,901.06,901.33,884.64,886.06,14780102
2021-05-26,891.41,893.44,887.03,889.17,7480204
2021-05-27,889.28,899.53,885.65,891.9,26819294
2021-05-28,898.18,950.08,898.18,945.48,56469931
2021-05-31,948.73,989.21,941.08,975.04,59124142
2021-06-01,977.61,993.86,968.81,978.92,28013832
2021-06-02,973.55,997.25,973.55,993.52,24630162
2021-06-03,1002.44,1015.52,991.2,997.31,23974257
2021-06-04,999.64,1000.38,985.85,988.67,14468646
2021-06-07,993.86,1011.91,986.19,1005.32,16336573
2021-06-08,1004.96,1005.21,992.12,999.55,9674735
2021-06-09,1001.53,1002.44,973.98,981.67,11409161
2021-06-10,989.98,1006.5,982.83,985.28,14155653
2021-06-11,988.67,1009.1,987.41,1002.38,13762778
2021-06-14,1003.21,1022.8,994.18,1016.76,20332436
2021-06-15,1024.05,1030.34,1014.67,1019.07,15174215
2021-06-16,1016.76,1017.73,999.07,1001.67,10797349
2021-06-17,996.42,1012.27,987.32,1003.51,15745975
2021-06-18,1007.97,1012.27,989.33,1008.04,29369026
2021-06-21,998.0,1017.93,996.49,1013.29,12186448
2021-06-22,1020.88,1024.05,1005.18,1008.08,12871913
2021-06-23,1019.07,1019.34,997.19,998.84,16653951
2021-06-24,999.52,1003.03,969.24,975.36,91461975
2021-06-25,975.36,975.36,942.57,953.14,55355022
2021-06-28,961.09,963.13,942.52,944.79,20277042
2021-06-29,946.37,955.2,943.93,945.6,27144063
2021-06-30,949.43,961.39,947.07,955.95,19762858
2021-07-01,959.28,961.61,948.86,950.2,12534407
2021-07-02,949.77,966.03,947.93,964.28,14086620
2021-07-05,967.64,975.38,965.39,973.86,11702287
2021-07-06,971.49,973.28,960.28,962.36,10070124
2021-07-07,963.7,963.7,950.22,955.68,10454892
2021-07-08,958.8,958.8,942.52,947.78,11185460
2021-07-09,945.69,947.37,935.77,938.08,9037675
2021-07-12,941.96,951.81,939.58,943.93,8585292
2021-07-13,951.13,952.51,945.72,950.99,6717133
2021-07-14,951.29,954.23,942.64,944.79,8532544
2021-07-15,948.86,948.86,941.39,943.13,9448356
2021-07-16,945.58,957.81,945.51,956.74,8828185
2021-07-19,951.13,962.0,947.62,950.65,8354449
2021-07-20,950.9,954.75,943.88,948.32,6741464
2021-07-22,959.73,961.95,950.29,960.5,7972397
2021-07-23,966.73,966.73,952.06,953.71,9937030
2021-07-26,954.75,960.64,938.04,940.64,12389668
2021-07-27,940.62,943.75,924.86,930.75,10824523
