Datetime,Open,High,Low,Close,Volume
2026-05-19 09:45:00,1341.8,1342.1,1339.2,1341.3,261853
2026-05-19 09:50:00,1341.3,1342.0,1339.7,1339.8,352249
2026-05-19 09:55:00,1339.8,1340.7,1338.6,1338.6,105663
2026-05-19 10:00:00,1338.7,1340.7,1338.5,1339.5,119830
2026-05-19 10:05:00,1339.6,1341.2,1339.1,1339.7,289856
2026-05-19 10:10:00,1340.0,1342.9,1339.2,1341.9,175541
2026-05-19 10:15:00,1342.0,1343.0,1339.1,1339.1,298840
2026-05-19 10:20:00,1339.3,1339.8,1337.8,1338.7,155844
2026-05-19 10:25:00,1338.7,1339.2,1338.0,1339.0,123978
2026-05-19 10:30:00,1339.0,1339.4,1338.0,1338.7,134277
2026-05-19 10:35:00,1338.7,1340.0,1337.8,1340.0,99085
2026-05-19 10:40:00,1339.9,1342.0,1339.0,1341.0,325329
2026-05-19 10:45:00,1341.4,1341.5,1339.5,1339.7,103476
2026-05-19 10:50:00,1339.7,1340.6,1338.1,1338.8,137628
2026-05-19 10:55:00,1339.2,1341.4,1339.0,1340.4,102701
2026-05-19 11:00:00,1340.4,1340.8,1339.3,1339.6,87121
2026-05-19 11:05:00,1339.6,1339.7,1339.1,1339.2,84102
2026-05-19 11:10:00,1339.3,1341.1,1339.0,1339.2,225145
2026-05-19 11:15:00,1339.2,1339.3,1337.6,1339.0,137461
2026-05-19 11:20:00,1338.9,1338.9,1336.9,1337.7,72828
2026-05-19 11:25:00,1337.4,1337.6,1336.2,1337.4,100809
2026-05-19 11:30:00,1337.4,1337.4,1334.5,1335.5,315165
2026-05-19 11:35:00,1335.5,1335.9,1333.6,1335.0,251203
2026-05-19 11:40:00,1334.9,1336.8,1334.5,1335.8,223495
2026-05-19 11:45:00,1335.9,1337.4,1335.3,1336.5,106730
2026-05-19 11:50:00,1336.5,1337.0,1336.0,1336.9,88066
2026-05-19 11:55:00,1336.9,1337.7,1336.3,1337.1,96029
2026-05-19 12:00:00,1337.1,1337.2,1335.0,1335.2,483066
2026-05-19 12:05:00,1335.0,1335.9,1334.5,1335.4,234617
2026-05-19 12:10:00,1335.2,1336.5,1335.0,1335.6,154693
2026-05-19 12:15:00,1335.6,1335.9,1334.8,1335.9,205141
2026-05-19 12:20:00,1335.9,1336.5,1333.6,1334.4,93774
2026-05-19 12:25:00,1334.6,1337.6,1333.9,1337.6,355750
2026-05-19 12:30:00,1337.6,1337.6,1332.9,1334.5,314812
2026-05-19 12:35:00,1334.5,1334.9,1333.6,1334.5,102004
2026-05-19 12:40:00,1334.5,1335.0,1334.0,1334.5,120183
2026-05-19 12:45:00,1334.6,1334.6,1332.9,1333.2,162335
2026-05-19 12:50:00,1333.5,1334.3,1332.9,1334.1,223424
2026-05-19 12:55:00,1333.9,1333.9,1333.1,1333.3,154085
2026-05-19 13:00:00,1333.4,1334.1,1332.6,1333.0,115527
2026-05-19 13:05:00,1332.9,1335.0,1332.6,1334.0,122251
2026-05-19 13:10:00,1334.3,1334.3,1332.8,1333.2,105294
2026-05-19 13:15:00,1333.4,1334.8,1332.7,1334.5,111655
2026-05-19 13:20:00,1334.5,1334.9,1333.7,1334.2,127795
2026-05-19 13:25:00,1334.4,1334.5,1333.4,1333.7,141020
2026-05-19 13:30:00,1333.9,1335.0,1333.4,1333.4,236692
2026-05-19 13:35:00,1333.4,1333.8,1331.1,1333.0,253378
2026-05-19 13:40:00,1333.0,1333.5,1331.9,1333.4,246799
2026-05-19 13:45:00,1333.2,1334.4,1332.8,1333.2,638096
2026-05-19 13:50:00,1333.2,1333.7,1332.7,1333.5,229802
2026-05-19 13:55:00,1333.4,1333.6,1331.8,1333.5,291519
2026-05-19 14:00:00,1333.4,1334.5,1332.6,1334.5,442504
2026-05-19 14:05:00,1334.5,1335.0,1333.6,1333.8,237625
2026-05-19 14:10:00,1334.2,1336.5,1333.5,1335.2,341360
2026-05-19 14:15:00,1335.2,1337.1,1335.0,1335.4,215249
2026-05-19 14:20:00,1335.4,1336.4,1333.1,1334.3,333397
2026-05-19 14:25:00,1334.3,1334.3,1332.5,1333.0,728468
2026-05-19 14:30:00,1332.9,1333.0,1330.6,1331.4,477137
2026-05-19 14:35:00,1331.4,1331.5,1327.9,1329.6,397393
2026-05-19 14:40:00,1329.6,1330.4,1328.0,1328.5,241094
2026-05-19 14:45:00,1328.3,1328.9,1326.9,1328.3,359612
2026-05-19 14:50:00,1328.3,1329.4,1326.3,1326.6,539521
2026-05-19 14:55:00,1326.5,1329.0,1325.8,1326.1,832993
2026-05-19 15:00:00,1326.5,1326.7,1322.9,1323.5,1113760
2026-05-19 15:05:00,1323.4,1324.6,1322.6,1323.5,1187220
2026-05-19 15:10:00,1323.6,1324.6,1320.8,1321.3,1251679
2026-05-19 15:15:00,1321.3,1321.8,1320.0,1321.1,519704
2026-05-19 15:20:00,1321.1,1321.2,1320.0,1321.2,470506
2026-05-19 15:25:00,1320.9,1323.1,1319.9,1322.5,449073
2026-05-20 09:15:00,1317.0,1319.9,1312.7,1319.0,0
2026-05-20 09:20:00,1319.0,1322.3,1317.8,1322.1,175225
2026-05-20 09:25:00,1322.3,1323.8,1320.5,1323.3,210360
2026-05-20 09:30:00,1323.7,1326.1,1322.4,1326.1,244852
2026-05-20 09:35:00,1326.0,1326.6,1322.6,1325.4,193465
2026-05-20 09:40:00,1325.0,1325.4,1321.0,1322.5,130722
2026-05-20 09:45:00,1322.7,1323.8,1322.0,1322.5,72042
2026-05-20 09:50:00,1322.5,1323.6,1322.0,1322.6,71680
2026-05-20 09:55:00,1322.6,1323.5,1321.8,1322.4,84308
2026-05-20 10:00:00,1322.7,1322.7,1320.1,1321.0,82011
2026-05-20 10:05:00,1321.4,1323.4,1320.3,1323.3,138995
2026-05-20 10:10:00,1323.3,1323.8,1322.0,1323.5,133221
2026-05-20 10:15:00,1323.8,1325.2,1323.1,1324.4,121204
2026-05-20 10:20:00,1324.0,1324.5,1322.0,1322.5,68539
2026-05-20 10:25:00,1322.4,1325.0,1322.1,1324.9,92848
2026-05-20 10:30:00,1325.0,1332.8,1324.7,1332.5,357025
2026-05-20 10:35:00,1332.7,1335.7,1332.5,1333.7,227496
2026-05-20 10:40:00,1333.4,1334.4,1331.3,1331.7,98089
2026-05-20 10:45:00,1332.4,1332.4,1329.4,1330.0,101234
2026-05-20 10:50:00,1330.0,1334.9,1330.0,1334.8,99331
2026-05-20 10:55:00,1334.9,1335.9,1333.1,1333.7,117058
2026-05-20 11:00:00,1333.7,1334.8,1333.2,1333.8,58622
2026-05-20 11:05:00,1333.7,1334.4,1333.2,1334.2,41951
2026-05-20 11:10:00,1334.4,1335.3,1333.7,1333.9,69463
2026-05-20 11:15:00,1333.9,1337.5,1333.2,1334.7,294551
2026-05-20 11:20:00,1334.6,1336.3,1334.2,1335.2,76436
2026-05-20 11:25:00,1335.4,1335.6,1334.3,1334.5,40200
2026-05-20 11:30:00,1334.9,1335.5,1333.2,1333.4,57014
2026-05-20 11:35:00,1333.4,1345.2,1333.4,1343.3,1076131
2026-05-20 11:40:00,1343.3,1346.3,1341.8,1346.3,230563
2026-05-20 11:45:00,1346.2,1349.1,1346.0,1347.9,338195
2026-05-20 11:50:00,1347.9,1349.0,1346.2,1348.9,162548
2026-05-20 11:55:00,1349.0,1349.2,1347.0,1347.3,153036
2026-05-20 12:00:00,1347.7,1347.7,1345.5,1346.6,100777
2026-05-20 12:05:00,1346.8,1346.8,1345.2,1346.0,67167
2026-05-20 12:10:00,1346.2,1346.9,1345.4,1346.3,67631
2026-05-20 12:15:00,1346.2,1348.8,1346.2,1348.7,100105
